event_id,user_id,account_id,event_date,feature_area,event_type,success,platform,session_minutes
evt_000065,usr_6351db11,acct_blueharbor,2026-04-28,mobile_notifications,feature_use,true,mobile,31
evt_000066,usr_790ed52d,acct_blueharbor,2026-04-28,mobile_notifications,feature_use,true,web,6
evt_000067,usr_316181d2,acct_blueharbor,2026-04-28,search,feature_use,false,desktop,34
evt_000068,usr_316181d2,acct_blueharbor,2026-04-28,threaded_replies,feature_use,true,web,19
evt_000069,usr_72acda6e,acct_blueharbor,2026-04-28,integrations,feature_use,true,mobile,22
evt_000070,usr_72acda6e,acct_blueharbor,2026-04-28,search,feature_use,true,mobile,19
evt_000071,usr_72acda6e,acct_blueharbor,2026-04-28,search,feature_use,false,desktop,39
evt_000072,usr_5c3cee40,acct_redwood,2026-04-28,threaded_replies,feature_use,true,desktop,9
evt_000073,usr_f2cd1657,acct_ironclad,2026-04-28,admin_permissions,feature_use,true,desktop,13
evt_000074,usr_f2cd1657,acct_ironclad,2026-04-28,channel_browse,feature_use,true,web,7
evt_000075,usr_573b971d,acct_ironclad,2026-04-28,integrations,feature_use,false,mobile,39
evt_000076,usr_10bc85e7,acct_ironclad,2026-04-28,channel_browse,feature_use,true,mobile,11
evt_000077,usr_10bc85e7,acct_ironclad,2026-04-28,calls,feature_use,true,web,16
evt_000078,usr_a7b00eee,acct_greenleaf,2026-04-28,admin_permissions,feature_use,false,desktop,9
evt_000079,usr_a7b00eee,acct_greenleaf,2026-04-28,boards,feature_use,true,web,24
evt_000080,usr_a7b00eee,acct_greenleaf,2026-04-28,integrations,feature_use,true,desktop,8
evt_000081,usr_a7b00eee,acct_greenleaf,2026-04-28,threaded_replies,feature_use,true,web,33
evt_000082,usr_bec6e4a7,acct_union,2026-04-28,channel_browse,feature_use,true,desktop,42
evt_000083,usr_69532027,acct_union,2026-04-28,search,feature_use,true,desktop,45
evt_000084,usr_69532027,acct_union,2026-04-28,boards,feature_use,true,web,40
evt_000085,usr_1d23200b,acct_union,2026-04-28,search,feature_use,true,web,39
evt_000086,usr_f35c9e22,acct_union,2026-04-28,integrations,feature_use,true,web,16
evt_000087,usr_33e4be92,acct_union,2026-04-28,search,feature_use,false,mobile,35
evt_000088,usr_33e4be92,acct_union,2026-04-28,search,feature_use,false,web,10
evt_000089,usr_33e4be92,acct_union,2026-04-28,mobile_notifications,feature_use,true,mobile,12
evt_000090,usr_33e4be92,acct_union,2026-04-28,integrations,feature_use,true,desktop,5
evt_000091,usr_9ad98368,acct_nimble,2026-04-28,mobile_notifications,feature_use,true,mobile,43
evt_000092,usr_9ad98368,acct_nimble,2026-04-28,calls,feature_use,true,desktop,22
evt_000093,usr_9ad98368,acct_nimble,2026-04-28,channel_browse,feature_use,true,web,42
evt_000094,usr_9884b23e,acct_prairie,2026-04-28,search,feature_use,true,web,20
evt_000095,usr_9884b23e,acct_prairie,2026-04-28,integrations,feature_use,false,mobile,17
evt_000096,usr_42848727,acct_prairie,2026-04-28,threaded_replies,feature_use,true,web,42
evt_000097,usr_42848727,acct_prairie,2026-04-28,threaded_replies,feature_use,true,web,26
evt_000098,usr_8a71269d,acct_urban,2026-04-28,boards,feature_use,true,web,39
evt_000099,usr_8a71269d,acct_urban,2026-04-28,admin_permissions,feature_use,true,web,7
evt_000100,usr_8a71269d,acct_urban,2026-04-28,channel_browse,feature_use,true,web,39
evt_000101,usr_5e484ee3,acct_urban,2026-04-28,integrations,feature_use,true,desktop,23
evt_000102,usr_5e484ee3,acct_urban,2026-04-28,calls,feature_use,true,mobile,4
evt_000103,usr_5e484ee3,acct_urban,2026-04-28,search,feature_use,false,web,44
evt_000104,usr_5e484ee3,acct_urban,2026-04-28,channel_browse,feature_use,true,desktop,44
evt_000105,usr_9814a270,acct_pulse,2026-04-28,admin_permissions,feature_use,true,web,29
evt_000106,usr_9814a270,acct_pulse,2026-04-28,admin_permissions,feature_use,true,desktop,37
evt_000107,usr_9814a270,acct_pulse,2026-04-28,search,feature_use,false,web,18
evt_000108,usr_9814a270,acct_pulse,2026-04-28,search,feature_use,true,desktop,32
evt_000109,usr_fa3a36f0,acct_pulse,2026-04-28,search,feature_use,true,web,40
evt_000110,usr_9a6c4c31,acct_pulse,2026-04-28,search,feature_use,true,web,12
evt_000111,usr_9a6c4c31,acct_pulse,2026-04-28,admin_permissions,feature_use,true,web,44
evt_000112,usr_9a6c4c31,acct_pulse,2026-04-28,admin_permissions,feature_use,false,mobile,5
evt_000113,usr_9a6c4c31,acct_pulse,2026-04-28,threaded_replies,feature_use,true,web,11
evt_000114,usr_4616e3c8,acct_northwind,2026-04-29,search,feature_use,false,web,36
evt_000115,usr_4616e3c8,acct_northwind,2026-04-29,search,feature_use,false,web,26
evt_000116,usr_4616e3c8,acct_northwind,2026-04-29,admin_permissions,feature_use,false,mobile,27
evt_000117,usr_4616e3c8,acct_northwind,2026-04-29,boards,feature_use,true,desktop,42
evt_000118,usr_f0e3d343,acct_northwind,2026-04-29,admin_permissions,feature_use,true,desktop,36
evt_000119,usr_f0e3d343,acct_northwind,2026-04-29,calls,feature_use,true,desktop,28
evt_000120,usr_f0e3d343,acct_northwind,2026-04-29,integrations,feature_use,false,desktop,34
evt_000121,usr_f0e3d343,acct_northwind,2026-04-29,channel_browse,feature_use,true,web,15
evt_000122,usr_bc48e4c7,acct_northwind,2026-04-29,calls,feature_use,true,mobile,36
evt_000123,usr_bc48e4c7,acct_northwind,2026-04-29,search,feature_use,false,mobile,6
evt_000124,usr_bc48e4c7,acct_northwind,2026-04-29,mobile_notifications,feature_use,true,mobile,43
evt_000125,usr_9d7baf24,acct_northwind,2026-04-29,admin_permissions,feature_use,true,web,42
evt_000126,usr_209632f4,acct_helix,2026-04-29,boards,feature_use,true,web,44
evt_000127,usr_209632f4,acct_helix,2026-04-29,mobile_notifications,feature_use,true,mobile,27
evt_000128,usr_209632f4,acct_helix,2026-04-29,integrations,feature_use,true,mobile,21
evt_000129,usr_9a785d7d,acct_helix,2026-04-29,admin_permissions,feature_use,true,web,36
evt_000130,usr_9a785d7d,acct_helix,2026-04-29,search,feature_use,true,web,29
evt_000131,usr_9a785d7d,acct_helix,2026-04-29,channel_browse,feature_use,true,web,25
evt_000132,usr_ef960490,acct_cascade,2026-04-29,integrations,feature_use,true,web,26
evt_000133,usr_ef960490,acct_cascade,2026-04-29,integrations,feature_use,false,web,23
evt_000134,usr_ef960490,acct_cascade,2026-04-29,search,feature_use,true,mobile,42
evt_000135,usr_ef960490,acct_cascade,2026-04-29,boards,feature_use,true,web,7
evt_000136,usr_f8d44f2d,acct_cascade,2026-04-29,admin_permissions,feature_use,false,web,26
evt_000137,usr_f8d44f2d,acct_cascade,2026-04-29,search,feature_use,false,web,19
evt_000138,usr_f8d44f2d,acct_cascade,2026-04-29,search,feature_use,false,desktop,18
evt_000139,usr_e842bbe8,acct_vertex,2026-04-29,boards,feature_use,true,mobile,33
evt_000140,usr_e842bbe8,acct_vertex,2026-04-29,search,feature_use,true,desktop,31
evt_000141,usr_e842bbe8,acct_vertex,2026-04-29,mobile_notifications,feature_use,true,mobile,40
evt_000142,usr_5244a3ee,acct_vertex,2026-04-29,admin_permissions,feature_use,false,web,22
evt_000143,usr_5244a3ee,acct_vertex,2026-04-29,mobile_notifications,feature_use,true,mobile,31
evt_000144,usr_5244a3ee,acct_vertex,2026-04-29,boards,feature_use,true,mobile,27
evt_000145,usr_5244a3ee,acct_vertex,2026-04-29,mobile_notifications,feature_use,true,mobile,2
evt_000146,usr_43e6f54e,acct_pioneer,2026-04-29,search,feature_use,false,web,45
evt_000147,usr_43e6f54e,acct_pioneer,2026-04-29,search,feature_use,true,web,10
evt_000148,usr_43e6f54e,acct_pioneer,2026-04-29,mobile_notifications,feature_use,true,mobile,31
evt_000149,usr_43e6f54e,acct_pioneer,2026-04-29,boards,feature_use,true,web,9
evt_000150,usr_aade258c,acct_pioneer,2026-04-29,admin_permissions,feature_use,true,web,12
evt_000151,usr_aade258c,acct_pioneer,2026-04-29,mobile_notifications,feature_use,true,mobile,44
evt_000152,usr_aade258c,acct_pioneer,2026-04-29,integrations,feature_use,true,mobile,13
evt_000153,usr_cbd58648,acct_pioneer,2026-04-29,channel_browse,feature_use,false,web,19
evt_000154,usr_cbd58648,acct_pioneer,2026-04-29,boards,feature_use,true,web,31
evt_000155,usr_cbd58648,acct_pioneer,2026-04-29,threaded_replies,feature_use,false,desktop,18
evt_000156,usr_ff28379d,acct_pioneer,2026-04-29,calls,feature_use,true,web,10
evt_000157,usr_ff28379d,acct_pioneer,2026-04-29,threaded_replies,feature_use,true,desktop,23
evt_000158,usr_ff28379d,acct_pioneer,2026-04-29,calls,feature_use,true,desktop,14
evt_000159,usr_ff28379d,acct_pioneer,2026-04-29,channel_browse,feature_use,true,desktop,45
evt_000160,usr_bd4764b5,acct_pioneer,2026-04-29,mobile_notifications,feature_use,true,mobile,34
evt_000161,usr_38b93348,acct_summit,2026-04-29,channel_browse,feature_use,true,web,36
evt_000162,usr_38b93348,acct_summit,2026-04-29,admin_permissions,feature_use,true,mobile,31
evt_000163,usr_38b93348,acct_summit,2026-04-29,mobile_notifications,feature_use,true,mobile,42
evt_000164,usr_38b93348,acct_summit,2026-04-29,search,feature_use,false,mobile,15
evt_000165,usr_4948a680,acct_summit,2026-04-29,calls,feature_use,true,desktop,12
evt_000166,usr_f777d0c9,acct_brightline,2026-04-29,calls,feature_use,true,mobile,7
evt_000167,usr_f777d0c9,acct_brightline,2026-04-29,calls,feature_use,true,web,42
evt_000168,usr_f777d0c9,acct_brightline,2026-04-29,mobile_notifications,feature_use,true,web,30
evt_000169,usr_ebcf8cdb,acct_brightline,2026-04-29,mobile_notifications,feature_use,true,mobile,1
evt_000170,usr_a95baf3a,acct_riverstone,2026-04-29,mobile_notifications,feature_use,true,mobile,16
evt_000171,usr_0479ee10,acct_atlas,2026-04-29,admin_permissions,feature_use,true,desktop,1
evt_000172,usr_0479ee10,acct_atlas,2026-04-29,threaded_replies,feature_use,true,web,43
evt_000173,usr_0479ee10,acct_atlas,2026-04-29,search,feature_use,true,web,33
evt_000174,usr_43112a36,acct_horizon,2026-04-29,boards,feature_use,true,web,36
evt_000175,usr_43112a36,acct_horizon,2026-04-29,admin_permissions,feature_use,false,desktop,14
evt_000176,usr_43112a36,acct_horizon,2026-04-29,boards,feature_use,true,mobile,6
evt_000177,usr_43112a36,acct_horizon,2026-04-29,integrations,feature_use,true,web,37
evt_000178,usr_26c2f230,acct_horizon,2026-04-29,integrations,feature_use,true,web,34
evt_000179,usr_26c2f230,acct_horizon,2026-04-29,mobile_notifications,feature_use,true,mobile,33
evt_000180,usr_b200946b,acct_horizon,2026-04-29,integrations,feature_use,true,web,4
evt_000181,usr_b87c37bb,acct_horizon,2026-04-29,mobile_notifications,feature_use,true,mobile,3
evt_000182,usr_6e40b060,acct_horizon,2026-04-29,mobile_notifications,feature_use,true,web,31
evt_000183,usr_c5411db2,acct_clearpath,2026-04-29,boards,feature_use,false,mobile,27
evt_000184,usr_c5411db2,acct_clearpath,2026-04-29,channel_browse,feature_use,true,web,25
evt_000185,usr_51cb7607,acct_clearpath,2026-04-29,calls,feature_use,true,web,35
evt_000186,usr_51cb7607,acct_clearpath,2026-04-29,integrations,feature_use,true,desktop,1
evt_000187,usr_b8a3d56e,acct_sterling,2026-04-29,boards,feature_use,true,web,18
evt_000188,usr_b8a3d56e,acct_sterling,2026-04-29,channel_browse,feature_use,true,desktop,3
evt_000189,usr_b8a3d56e,acct_sterling,2026-04-29,boards,feature_use,true,desktop,2
evt_000190,usr_b8a3d56e,acct_sterling,2026-04-29,channel_browse,feature_use,true,mobile,29
evt_000191,usr_790ed52d,acct_blueharbor,2026-04-29,boards,feature_use,true,web,19
evt_000192,usr_790ed52d,acct_blueharbor,2026-04-29,channel_browse,feature_use,true,mobile,37
evt_000193,usr_0fa297b8,acct_blueharbor,2026-04-29,calls,feature_use,false,mobile,27
evt_000194,usr_0fa297b8,acct_blueharbor,2026-04-29,threaded_replies,feature_use,true,desktop,12
evt_000195,usr_0fa297b8,acct_blueharbor,2026-04-29,integrations,feature_use,true,web,23
evt_000196,usr_a91f2543,acct_redwood,2026-04-29,threaded_replies,feature_use,true,desktop,10
evt_000197,usr_a91f2543,acct_redwood,2026-04-29,calls,feature_use,false,mobile,27
evt_000198,usr_a91f2543,acct_redwood,2026-04-29,boards,feature_use,true,web,14
evt_000199,usr_a91f2543,acct_redwood,2026-04-29,mobile_notifications,feature_use,true,mobile,35
evt_000200,usr_84df97e7,acct_redwood,2026-04-29,mobile_notifications,feature_use,true,mobile,38
evt_000201,usr_84df97e7,acct_redwood,2026-04-29,boards,feature_use,true,web,22
evt_000202,usr_84df97e7,acct_redwood,2026-04-29,threaded_replies,feature_use,true,web,13
evt_000203,usr_8b77b3d0,acct_redwood,2026-04-29,calls,feature_use,true,desktop,26
evt_000204,usr_8b77b3d0,acct_redwood,2026-04-29,calls,feature_use,true,desktop,25
evt_000205,usr_8b77b3d0,acct_redwood,2026-04-29,mobile_notifications,feature_use,true,mobile,32
evt_000206,usr_8b77b3d0,acct_redwood,2026-04-29,mobile_notifications,feature_use,true,mobile,21
evt_000207,usr_658e5c66,acct_ironclad,2026-04-29,search,feature_use,true,web,37
evt_000208,usr_658e5c66,acct_ironclad,2026-04-29,calls,feature_use,true,mobile,44
evt_000209,usr_658e5c66,acct_ironclad,2026-04-29,channel_browse,feature_use,true,web,42
evt_000210,usr_658e5c66,acct_ironclad,2026-04-29,integrations,feature_use,true,desktop,23
evt_000211,usr_3b464b1f,acct_ironclad,2026-04-29,threaded_replies,feature_use,true,desktop,4
evt_000212,usr_3b464b1f,acct_ironclad,2026-04-29,integrations,feature_use,false,web,43
evt_000213,usr_3b464b1f,acct_ironclad,2026-04-29,search,feature_use,true,web,41
evt_000214,usr_3b464b1f,acct_ironclad,2026-04-29,mobile_notifications,feature_use,true,mobile,24
evt_000215,usr_b9ea486a,acct_fieldforce,2026-04-29,search,feature_use,true,web,19
evt_000216,usr_b9ea486a,acct_fieldforce,2026-04-29,search,feature_use,false,mobile,12
evt_000217,usr_b9ea486a,acct_fieldforce,2026-04-29,channel_browse,feature_use,true,web,13
evt_000218,usr_b9ea486a,acct_fieldforce,2026-04-29,mobile_notifications,feature_use,true,mobile,6
evt_000219,usr_af92c361,acct_fieldforce,2026-04-29,mobile_notifications,feature_use,true,mobile,6
evt_000220,usr_af92c361,acct_fieldforce,2026-04-29,boards,feature_use,false,desktop,6
evt_000221,usr_af92c361,acct_fieldforce,2026-04-29,mobile_notifications,feature_use,true,mobile,45
evt_000222,usr_af92c361,acct_fieldforce,2026-04-29,channel_browse,feature_use,true,web,22
evt_000223,usr_a7b00eee,acct_greenleaf,2026-04-29,calls,feature_use,true,web,35
evt_000224,usr_76aa8947,acct_greenleaf,2026-04-29,search,feature_use,true,web,26
evt_000225,usr_76aa8947,acct_greenleaf,2026-04-29,admin_permissions,feature_use,true,mobile,37
evt_000226,usr_76aa8947,acct_greenleaf,2026-04-29,calls,feature_use,true,desktop,22
evt_000227,usr_76a3e9ce,acct_greenleaf,2026-04-29,boards,feature_use,true,web,23
evt_000228,usr_76a3e9ce,acct_greenleaf,2026-04-29,search,feature_use,true,desktop,22
evt_000229,usr_f7fae163,acct_quantum,2026-04-29,integrations,feature_use,true,web,38
evt_000230,usr_f7fae163,acct_quantum,2026-04-29,boards,feature_use,true,mobile,16
evt_000231,usr_f7fae163,acct_quantum,2026-04-29,boards,feature_use,true,web,41
evt_000232,usr_82d34ab5,acct_quantum,2026-04-29,mobile_notifications,feature_use,true,mobile,24
evt_000233,usr_82d34ab5,acct_quantum,2026-04-29,integrations,feature_use,true,web,28
evt_000234,usr_82d34ab5,acct_quantum,2026-04-29,mobile_notifications,feature_use,true,mobile,23
evt_000235,usr_82d34ab5,acct_quantum,2026-04-29,mobile_notifications,feature_use,true,web,1
evt_000236,usr_fcda8761,acct_quantum,2026-04-29,calls,feature_use,true,mobile,16
evt_000237,usr_fcda8761,acct_quantum,2026-04-29,boards,feature_use,true,web,9
evt_000238,usr_fcda8761,acct_quantum,2026-04-29,threaded_replies,feature_use,true,web,11
evt_000239,usr_fcda8761,acct_quantum,2026-04-29,integrations,feature_use,true,web,5
evt_000240,usr_9c4aaf10,acct_quantum,2026-04-29,calls,feature_use,true,mobile,30
evt_000241,usr_9c4aaf10,acct_quantum,2026-04-29,channel_browse,feature_use,true,desktop,22
evt_000242,usr_368bd343,acct_union,2026-04-29,mobile_notifications,feature_use,true,mobile,26
evt_000243,usr_368bd343,acct_union,2026-04-29,admin_permissions,feature_use,true,mobile,32
evt_000244,usr_368bd343,acct_union,2026-04-29,admin_permissions,feature_use,false,web,18
evt_000245,usr_ff6907bf,acct_union,2026-04-29,admin_permissions,feature_use,true,desktop,12
evt_000246,usr_fc2d635e,acct_coastal,2026-04-29,integrations,feature_use,true,web,17
evt_000247,usr_fc2d635e,acct_coastal,2026-04-29,integrations,feature_use,false,desktop,5
evt_000248,usr_fc2d635e,acct_coastal,2026-04-29,integrations,feature_use,true,mobile,35
evt_000249,usr_fc2d635e,acct_coastal,2026-04-29,integrations,feature_use,false,mobile,35
evt_000250,usr_d12f5dcb,acct_coastal,2026-04-29,integrations,feature_use,false,mobile,6
evt_000251,usr_d12f5dcb,acct_coastal,2026-04-29,channel_browse,feature_use,true,mobile,11
evt_000252,usr_d12f5dcb,acct_coastal,2026-04-29,mobile_notifications,feature_use,true,mobile,26
evt_000253,usr_b37194cb,acct_nimble,2026-04-29,threaded_replies,feature_use,true,mobile,37
evt_000254,usr_b37194cb,acct_nimble,2026-04-29,search,feature_use,true,web,44
evt_000255,usr_32398a7f,acct_nimble,2026-04-29,admin_permissions,feature_use,true,web,6
evt_000256,usr_32398a7f,acct_nimble,2026-04-29,search,feature_use,false,web,20
evt_000257,usr_32398a7f,acct_nimble,2026-04-29,channel_browse,feature_use,true,mobile,23
evt_000258,usr_8761ef87,acct_craftworks,2026-04-29,integrations,feature_use,false,web,22
evt_000259,usr_c4b9f924,acct_urban,2026-04-29,admin_permissions,feature_use,true,web,12
evt_000260,usr_c4b9f924,acct_urban,2026-04-29,channel_browse,feature_use,true,web,40
evt_000261,usr_c4b9f924,acct_urban,2026-04-29,calls,feature_use,true,web,1
evt_000262,usr_c4b9f924,acct_urban,2026-04-29,integrations,feature_use,true,desktop,5
evt_000263,usr_7ac1d896,acct_pulse,2026-04-29,integrations,feature_use,true,desktop,21
evt_000264,usr_7ac1d896,acct_pulse,2026-04-29,mobile_notifications,feature_use,true,mobile,30
evt_000265,usr_7ac1d896,acct_pulse,2026-04-29,mobile_notifications,feature_use,true,mobile,40
evt_000266,usr_fdb0e105,acct_pulse,2026-04-29,threaded_replies,feature_use,true,mobile,33
evt_000267,usr_fdb0e105,acct_pulse,2026-04-29,threaded_replies,feature_use,true,mobile,28
evt_000268,usr_29d0126a,acct_pulse,2026-04-29,integrations,feature_use,true,web,21
evt_000269,usr_29d0126a,acct_pulse,2026-04-29,calls,feature_use,true,desktop,1
evt_000270,usr_0a6f28d8,acct_pulse,2026-04-29,boards,feature_use,false,mobile,32
evt_000271,usr_0a6f28d8,acct_pulse,2026-04-29,threaded_replies,feature_use,true,desktop,29
evt_000272,usr_4616e3c8,acct_northwind,2026-04-30,search,feature_use,true,desktop,37
evt_000273,usr_4616e3c8,acct_northwind,2026-04-30,integrations,feature_use,false,mobile,8
evt_000274,usr_4616e3c8,acct_northwind,2026-04-30,threaded_replies,feature_use,true,mobile,24
evt_000275,usr_f3a2a6c2,acct_northwind,2026-04-30,boards,feature_use,true,web,28
evt_000276,usr_038a0d43,acct_northwind,2026-04-30,search,feature_use,false,web,23
evt_000277,usr_038a0d43,acct_northwind,2026-04-30,calls,feature_use,true,desktop,8
evt_000278,usr_9fd3b8c9,acct_northwind,2026-04-30,calls,feature_use,true,web,40
evt_000279,usr_9fd3b8c9,acct_northwind,2026-04-30,channel_browse,feature_use,true,web,4
evt_000280,usr_9fd3b8c9,acct_northwind,2026-04-30,mobile_notifications,feature_use,true,mobile,19
evt_000281,usr_63e0bcc5,acct_helix,2026-04-30,admin_permissions,feature_use,false,desktop,9
evt_000282,usr_63e0bcc5,acct_helix,2026-04-30,integrations,feature_use,true,web,21
evt_000283,usr_63e0bcc5,acct_helix,2026-04-30,boards,feature_use,true,mobile,32
evt_000284,usr_63e0bcc5,acct_helix,2026-04-30,search,feature_use,false,mobile,25
evt_000285,usr_ec029346,acct_helix,2026-04-30,integrations,feature_use,false,mobile,24
evt_000286,usr_7772d972,acct_helix,2026-04-30,threaded_replies,feature_use,true,desktop,6
evt_000287,usr_7772d972,acct_helix,2026-04-30,integrations,feature_use,true,mobile,23
evt_000288,usr_7772d972,acct_helix,2026-04-30,calls,feature_use,true,web,28
evt_000289,usr_7772d972,acct_helix,2026-04-30,boards,feature_use,true,web,19
evt_000290,usr_6321c020,acct_cascade,2026-04-30,search,feature_use,false,web,30
evt_000291,usr_6321c020,acct_cascade,2026-04-30,search,feature_use,false,web,45
evt_000292,usr_6321c020,acct_cascade,2026-04-30,admin_permissions,feature_use,false,web,18
evt_000293,usr_6321c020,acct_cascade,2026-04-30,search,feature_use,true,web,43
evt_000294,usr_d467890d,acct_vertex,2026-04-30,search,feature_use,false,mobile,29
evt_000295,usr_d467890d,acct_vertex,2026-04-30,search,feature_use,false,desktop,28
evt_000296,usr_d467890d,acct_vertex,2026-04-30,integrations,feature_use,true,web,6
evt_000297,usr_d467890d,acct_vertex,2026-04-30,integrations,feature_use,true,web,20
evt_000298,usr_e842bbe8,acct_vertex,2026-04-30,integrations,feature_use,true,web,37
evt_000299,usr_e842bbe8,acct_vertex,2026-04-30,search,feature_use,false,web,14
